industry	workflow	lifecycle_stage	objective	trigger	actors	economic_buyer	systems_of_record	manual_tools	decisions	handoffs	customer_interactions	exceptions	recovery_loops	manual_work	spreadsheet_usage	email_usage	money_lost	time_lost	judgment	customer_evidence	incumbent_products	economics	candidate_status	gate_workflow_coverage	gate_customer_evidence	gate_frequency	gate_buyer	gate_bottom_up_economics	gate_incumbent_boundary	gate_timing	gate_competitive_stress	gate_kill_test	worker_role_signal
Utilities	Customer Service and Field Response	Customer / Participant	Manage customer service and field response to keep stakeholder communication and follow-through intact	customer request, service milestone, or escalation	account manager; service lead	operations executive; finance leader; regulatory head	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	email; calls; ticket notes	respond, escalate, or resolve service issues	service or operations to stakeholder-facing teams	customers; clients; participants	stale follow-up, unresolved request, or churn-risk escalation	collect context, escalate ownership, and re-engage the stakeholder	Medium	Low	High	Low	Medium	High	Low - generalized from Atlas workflow and outcome layer	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account manager
Utilities	Lead, intake, and qualification management	Commercial	Manage lead, intake, and qualification management to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	operations executive; finance leader; regulatory head	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account lead
Utilities	Workforce planning, assignment, and time capture	Workforce	Manage workforce planning, assignment, and time capture to keep people assignment and time flow accurate	staffing need, schedule change, or pay-period cutoff	workforce manager; scheduler; payroll lead	operations executive; finance leader; regulatory head	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	email; spreadsheets; portal checks	assign staff, approve time, and resolve exceptions	staffing or site teams to payroll and finance	employees; contractors; site leaders	missing approvals, bad assignment data, or pay-period mismatch	chase approval, restage records, and rerun the cycle	High	Medium	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	workforce manager
Utilities	Supplier, vendor, or partner onboarding and compliance	Supplier / Partner	Manage supplier, vendor, or partner onboarding and compliance to keep external partners ready and compliant	new partner need, replenishment event, or contract change	procurement lead; vendor manager	operations executive; finance leader; regulatory head	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	email; PDF packets; checklist trackers	approve vendor, accept docs, and route work	operations to vendor and back-office teams	vendors; suppliers; partners	missing compliance items, delay, or contract mismatch	chase documents, swap counterparties, and resend the packet	High	Low	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	procurement lead
Petroleum and coal products	Material Sourcing	Supplier / Partner	Manage material sourcing to keep external partners ready and compliant	new partner need, replenishment event, or contract change	procurement lead; vendor manager	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	email; PDF packets; checklist trackers	approve vendor, accept docs, and route work	operations to vendor and back-office teams	vendors; suppliers; partners	missing compliance items, delay, or contract mismatch	chase documents, swap counterparties, and resend the packet	High	Low	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	procurement lead
Petroleum and coal products	Production Planning and Process Control	Operational	Manage production planning and process control to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Petroleum and coal products	Maintenance and Turnaround Management	Recovery	Manage maintenance and turnaround management to resolve deviations before they miss the economic deadline	deviation, mismatch, dispute, or blocked step	operations analyst; specialist; manager	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	spreadsheets; email; calls; case notes	diagnose cause, choose correction, and resubmit	front-line teams to specialists and approvers	counterparties; clients; vendors; internal approvers	distributed error states, manual evidence gathering, and unclear ownership	diagnosis, evidence gathering, correction, approval, resubmission, and closure	High	High	High	High	High	High	Low-Medium - prior full-pass evidence	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	KILL-candidate	Pass	Borderline	Pass	Pass	Borderline	Fail	Borderline	Fail	Pass	operations analyst
Petroleum and coal products	Blending, Logistics, and Distribution	Operational	Manage blending, logistics, and distribution to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Petroleum and coal products	Margin, Safety, and Emissions Reporting	Financial	Manage margin, safety, and emissions reporting to complete the financial cycle accurately and on time	billing cycle, settlement event, or period close	controller; finance manager; billing specialist	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	spreadsheets; email; exported reports	post, settle, approve, dispute, or close	operations to finance to counterparty	customers; payers; counterparties	posting mismatch, settlement break, or disputed amount	reconcile records, correct the transaction, and reclose	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	controller
Petroleum and coal products	Lead, intake, and qualification management	Commercial	Manage lead, intake, and qualification management to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account lead
Petroleum and coal products	Workforce planning, assignment, and time capture	Workforce	Manage workforce planning, assignment, and time capture to keep people assignment and time flow accurate	staffing need, schedule change, or pay-period cutoff	workforce manager; scheduler; payroll lead	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	email; spreadsheets; portal checks	assign staff, approve time, and resolve exceptions	staffing or site teams to payroll and finance	employees; contractors; site leaders	missing approvals, bad assignment data, or pay-period mismatch	chase approval, restage records, and rerun the cycle	High	Medium	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	workforce manager
Petroleum and coal products	Customer, participant, or stakeholder communication and escalation	Customer / Participant	Manage customer, participant, or stakeholder communication and escalation to keep stakeholder communication and follow-through intact	customer request, service milestone, or escalation	account manager; service lead	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	email; calls; ticket notes	respond, escalate, or resolve service issues	service or operations to stakeholder-facing teams	customers; clients; participants	stale follow-up, unresolved request, or churn-risk escalation	collect context, escalate ownership, and re-engage the stakeholder	Medium	Low	High	Low	Medium	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account manager
Petroleum and coal products	Compliance, reporting, and audit support	Governance / Risk	Manage compliance, reporting, and audit support to maintain compliant records and reporting	reporting deadline, control review, or audit request	compliance lead; finance manager	plant or business-unit leader; controller; operations head	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	PDF evidence packs; spreadsheets; email	approve controls, certify records, and remediate gaps	operations and finance to compliance and external review	regulators; auditors; funders	missing evidence, failed control, or filing inconsistency	assemble proof, remediate the gap, and resubmit the record	High	Medium	High	Medium	High	High	Low - generalized from Atlas workflow and outcome layer	ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	compliance lead
Farms	Production Planning	Operational	Manage production planning to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Farms	Input Sourcing and Procurement	Supplier / Partner	Manage input sourcing and procurement to keep external partners ready and compliant	new partner need, replenishment event, or contract change	procurement lead; vendor manager	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	email; PDF packets; checklist trackers	approve vendor, accept docs, and route work	operations to vendor and back-office teams	vendors; suppliers; partners	missing compliance items, delay, or contract mismatch	chase documents, swap counterparties, and resend the packet	High	Low	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	procurement lead
Farms	Field Operations	Operational	Manage field operations to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Farms	Harvest and Logistics Management	Operational	Manage harvest and logistics management to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low-Medium - prior full-pass evidence	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	KILL-candidate	Pass	Borderline	Pass	Pass	Borderline	Fail	Borderline	Fail	Pass	operations manager
Farms	Marketing, Hedging, and Program Reporting	Operational	Manage marketing, hedging, and program reporting to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Farms	Lead, intake, and qualification management	Commercial	Manage lead, intake, and qualification management to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account lead
Farms	Billing, settlement, and close	Financial	Manage billing, settlement, and close to complete the financial cycle accurately and on time	billing cycle, settlement event, or period close	controller; finance manager; billing specialist	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	spreadsheets; email; exported reports	post, settle, approve, dispute, or close	operations to finance to counterparty	customers; payers; counterparties	posting mismatch, settlement break, or disputed amount	reconcile records, correct the transaction, and reclose	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	controller
Farms	Workforce planning, assignment, and time capture	Workforce	Manage workforce planning, assignment, and time capture to keep people assignment and time flow accurate	staffing need, schedule change, or pay-period cutoff	workforce manager; scheduler; payroll lead	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	email; spreadsheets; portal checks	assign staff, approve time, and resolve exceptions	staffing or site teams to payroll and finance	employees; contractors; site leaders	missing approvals, bad assignment data, or pay-period mismatch	chase approval, restage records, and rerun the cycle	High	Medium	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	workforce manager
Farms	Customer, participant, or stakeholder communication and escalation	Customer / Participant	Manage customer, participant, or stakeholder communication and escalation to keep stakeholder communication and follow-through intact	customer request, service milestone, or escalation	account manager; service lead	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	email; calls; ticket notes	respond, escalate, or resolve service issues	service or operations to stakeholder-facing teams	customers; clients; participants	stale follow-up, unresolved request, or churn-risk escalation	collect context, escalate ownership, and re-engage the stakeholder	Medium	Low	High	Low	Medium	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account manager
Farms	Compliance, reporting, and audit support	Governance / Risk	Manage compliance, reporting, and audit support to maintain compliant records and reporting	reporting deadline, control review, or audit request	compliance lead; finance manager	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	PDF evidence packs; spreadsheets; email	approve controls, certify records, and remediate gaps	operations and finance to compliance and external review	regulators; auditors; funders	missing evidence, failed control, or filing inconsistency	assemble proof, remediate the gap, and resubmit the record	High	Medium	High	Medium	High	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	compliance lead
Farms	Exception, dispute, and recovery handling	Recovery	Manage exception, dispute, and recovery handling to resolve deviations before they miss the economic deadline	deviation, mismatch, dispute, or blocked step	operations analyst; specialist; manager	operations leader; controller; field manager	Farm Management Platform | Precision Agriculture and Telematics	spreadsheets; email; calls; case notes	diagnose cause, choose correction, and resubmit	front-line teams to specialists and approvers	counterparties; clients; vendors; internal approvers	distributed error states, manual evidence gathering, and unclear ownership	diagnosis, evidence gathering, correction, approval, resubmission, and closure	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Farm Management Platform | Precision Agriculture and Telematics	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations analyst
Motor vehicle and parts dealers	Inventory Sourcing and Aging Management	Supplier / Partner	Manage inventory sourcing and aging management to keep external partners ready and compliant	new partner need, replenishment event, or contract change	procurement lead; vendor manager	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	email; PDF packets; checklist trackers	approve vendor, accept docs, and route work	operations to vendor and back-office teams	vendors; suppliers; partners	missing compliance items, delay, or contract mismatch	chase documents, swap counterparties, and resend the packet	High	Low	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	procurement lead
Motor vehicle and parts dealers	Lead Management and Sales	Operational	Manage lead management and sales to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Motor vehicle and parts dealers	Financing and Underwriting	Commercial	Manage financing and underwriting to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account lead
Motor vehicle and parts dealers	Service Scheduling and Parts Management	Operational	Manage service scheduling and parts management to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Motor vehicle and parts dealers	Customer Retention and Remarketing	Customer / Participant	Manage customer retention and remarketing to keep stakeholder communication and follow-through intact	customer request, service milestone, or escalation	account manager; service lead	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	email; calls; ticket notes	respond, escalate, or resolve service issues	service or operations to stakeholder-facing teams	customers; clients; participants	stale follow-up, unresolved request, or churn-risk escalation	collect context, escalate ownership, and re-engage the stakeholder	Medium	Low	High	Low	Medium	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account manager
Motor vehicle and parts dealers	Financing and underwriting; service scheduling	Commercial	Manage financing and underwriting; service scheduling to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low-Medium - prior full-pass evidence	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	KILL-candidate	Pass	Borderline	Pass	Pass	Borderline	Fail	Borderline	Fail	Pass	account lead
Motor vehicle and parts dealers	Billing, settlement, and close	Financial	Manage billing, settlement, and close to complete the financial cycle accurately and on time	billing cycle, settlement event, or period close	controller; finance manager; billing specialist	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	spreadsheets; email; exported reports	post, settle, approve, dispute, or close	operations to finance to counterparty	customers; payers; counterparties	posting mismatch, settlement break, or disputed amount	reconcile records, correct the transaction, and reclose	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	controller
Motor vehicle and parts dealers	Workforce planning, assignment, and time capture	Workforce	Manage workforce planning, assignment, and time capture to keep people assignment and time flow accurate	staffing need, schedule change, or pay-period cutoff	workforce manager; scheduler; payroll lead	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	email; spreadsheets; portal checks	assign staff, approve time, and resolve exceptions	staffing or site teams to payroll and finance	employees; contractors; site leaders	missing approvals, bad assignment data, or pay-period mismatch	chase approval, restage records, and rerun the cycle	High	Medium	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	workforce manager
Motor vehicle and parts dealers	Compliance, reporting, and audit support	Governance / Risk	Manage compliance, reporting, and audit support to maintain compliant records and reporting	reporting deadline, control review, or audit request	compliance lead; finance manager	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	PDF evidence packs; spreadsheets; email	approve controls, certify records, and remediate gaps	operations and finance to compliance and external review	regulators; auditors; funders	missing evidence, failed control, or filing inconsistency	assemble proof, remediate the gap, and resubmit the record	High	Medium	High	Medium	High	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	compliance lead
Motor vehicle and parts dealers	Exception, dispute, and recovery handling	Recovery	Manage exception, dispute, and recovery handling to resolve deviations before they miss the economic deadline	deviation, mismatch, dispute, or blocked step	operations analyst; specialist; manager	owner or GM; controller; operations leader	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	spreadsheets; email; calls; case notes	diagnose cause, choose correction, and resubmit	front-line teams to specialists and approvers	counterparties; clients; vendors; internal approvers	distributed error states, manual evidence gathering, and unclear ownership	diagnosis, evidence gathering, correction, approval, resubmission, and closure	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations analyst
Truck transportation	Capacity and Load Planning	Operational	Manage capacity and load planning to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	controller; operations finance leader; settlement head	Transportation Management System | Fleet Telematics and Visibility | ERP	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Transportation Management System | Fleet Telematics and Visibility | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Truck transportation	Dispatch and Routing	Operational	Manage dispatch and routing to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	controller; operations finance leader; settlement head	Transportation Management System | Fleet Telematics and Visibility | ERP	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Transportation Management System | Fleet Telematics and Visibility | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Truck transportation	Driver Safety and Compliance	Workforce	Manage driver safety and compliance to keep people assignment and time flow accurate	staffing need, schedule change, or pay-period cutoff	workforce manager; scheduler; payroll lead	controller; operations finance leader; settlement head	Transportation Management System | Fleet Telematics and Visibility | ERP	email; spreadsheets; portal checks	assign staff, approve time, and resolve exceptions	staffing or site teams to payroll and finance	employees; contractors; site leaders	missing approvals, bad assignment data, or pay-period mismatch	chase approval, restage records, and rerun the cycle	High	Medium	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	Transportation Management System | Fleet Telematics and Visibility | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	workforce manager
